REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
/tmp/tpffa7344c_18d8_483c_a32f_e5959a39d51e.wav	 /tmp/tp22a8ea01_cc55_4a43_bcd1_d14e7acef292.wav	 2.054	 1.676	 8000	nb
/tmp/tp9a0e03b8_3560_4a9f_8caa_5dc5177721ab.wav	 /tmp/tp331794e5_13de_4f00_bc01_c9e85064c7d5.wav	 1.486	 1.320	 8000	nb
/tmp/tpfdb3cf0d_e034_430e_ba0e_b7a2eceb995a.wav	 /tmp/tpce2c6419_ff51_4fd0_bc04_1024f4d8dc1f.wav	 2.013	 1.642	 8000	nb
/tmp/tp5157376f_b168_4d53_824d_a646cd667caa.wav	 /tmp/tpf1575c84_99dc_4029_aa91_5933edd559da.wav	 1.500	 1.326	 8000	nb
/tmp/tp8840ff59_f4a9_4738_bb1f_6ac3ea9c02e5.wav	 /tmp/tp1294b51e_44c0_49e4_a3cd_568099ab79d7.wav	 2.069	 1.689	 8000	nb
/tmp/tp64bce3d6_8662_45ab_89d9_3ac06d0c7b97.wav	 /tmp/tpd1b01f00_ac6d_4b9d_b223_d6db487d259d.wav	 1.491	 1.322	 8000	nb
/tmp/tp0d54f645_5de9_4fac_887f_7079344c40d1.wav	 /tmp/tp67f24276_9fb4_4089_b0fd_59c9ffa7159e.wav	 2.071	 1.690	 8000	nb
/tmp/tpaafbe2e3_c551_4a09_a045_2b9756958e28.wav	 /tmp/tp241a1735_b5c3_4e77_a708_4e485a4cee48.wav	 1.452	 1.305	 8000	nb
/tmp/tp9c6a9e11_0ca3_4330_8b8d_5f1e9de5d0e2.wav	 /tmp/tpfb23d5fa_72bc_4b3d_9f53_9e1810622087.wav	 2.011	 1.641	 8000	nb
/tmp/tpb25e4265_4039_4f96_af76_8b921ceef787.wav	 /tmp/tp1db852e3_cd05_4b9e_99eb_13e8e4883298.wav	 1.499	 1.325	 8000	nb
/tmp/tpfc2a6140_3816_4784_8518_ec1aabfdc918.wav	 /tmp/tpef1e43df_4d36_4bde_80ec_1307f3408ce0.wav	 2.140	 1.752	 8000	nb
/tmp/tp31fd068e_8cc1_46ac_9ca8_ecfa7fc75a45.wav	 /tmp/tpdda4ce69_68d0_4e84_867c_8fc3a1827bd0.wav	 1.495	 1.324	 8000	nb
/tmp/tp4ba56487_5e08_4ed9_884e_db4094a4e4e6.wav	 /tmp/tp1c0cc7b8_34a4_434d_8be7_bb1b8546af24.wav	 1.994	 1.627	 8000	nb
/tmp/tpc876b049_8755_434d_8828_4743b65e00b8.wav	 /tmp/tp093e40f0_7f38_479f_890d_5ccd3ed20923.wav	 1.486	 1.320	 8000	nb
/tmp/tp541a487a_228e_43e5_ba42_eeb9b811fbe3.wav	 /tmp/tp9e1d23ef_2a90_4678_8931_93e82a2e5e91.wav	 2.036	 1.661	 8000	nb
/tmp/tp0caf7827_a14f_4b89_84e2_abf31b550f9f.wav	 /tmp/tp4d68fa53_37d4_441e_8c01_d33d096308df.wav	 1.493	 1.323	 8000	nb
/tmp/tp336514d9_3437_4486_834f_5a1348ccd166.wav	 /tmp/tpc8fcd5d5_e8eb_4636_aa2b_0c4dfd687603.wav	 2.110	 1.724	 8000	nb
/tmp/tpe4661bb5_f660_4a45_9934_827eed2f5d65.wav	 /tmp/tpf4fefb70_f816_4b84_bb41_c75993124bdb.wav	 1.476	 1.315	 8000	nb
/tmp/tp00dd01b6_679c_4828_8b2c_b6b60d8debdc.wav	 /tmp/tp048ad45c_ab94_44cb_acfd_6ac8ac615df4.wav	 2.117	 1.731	 8000	nb
/tmp/tp06033b6d_1667_453d_8684_218a848d10e6.wav	 /tmp/tp34a901e6_b419_42dd_acd9_d9c4e77732bd.wav	 1.497	 1.325	 8000	nb
/tmp/tp02a67373_0d6e_415c_8e77_71c18e3bbf54.wav	 /tmp/tp7a8cf801_3aca_47c2_b8f0_236f9b499062.wav	 2.090	 1.707	 8000	nb
/tmp/tpc1984a44_0ed8_4f1b_ab9f_661cd25dc9e0.wav	 /tmp/tp9f887efc_62aa_4c10_9a64_adcccc567a3d.wav	 1.494	 1.323	 8000	nb
/tmp/tp58aa6e56_d70a_4261_80d2_08266b241c44.wav	 /tmp/tp3025c3ff_35b7_40e3_bf78_f5117cb67a59.wav	 2.071	 1.690	 8000	nb
/tmp/tp9f6ecd53_7c02_485a_b4b6_ee67ec9f8d90.wav	 /tmp/tpe5a25765_9e65_4e79_86cd_3737598a713f.wav	 1.475	 1.315	 8000	nb
/tmp/tp91d67785_0a6c_4833_8229_bd2c2a9f290d.wav	 /tmp/tpd99be445_96f0_48f3_a797_a7f1a26d1c80.wav	 2.091	 1.708	 8000	nb
/tmp/tpa0a4d1f5_aee9_401f_8391_d5fe3c55269c.wav	 /tmp/tp369a1c45_ff9a_4c2a_97ec_395a0f07d63d.wav	 1.494	 1.323	 8000	nb
/tmp/tp1ffc6d44_961d_4e10_b1a5_b561e0a2cb49.wav	 /tmp/tpb915d399_afe1_47d3_88ca_e38343b2284d.wav	 2.182	 1.791	 8000	nb
/tmp/tp8bd09b43_0c03_42f9_92cd_41aae07a6217.wav	 /tmp/tpeef87fc9_d826_45d8_bbbc_d309b80d1aa5.wav	 1.481	 1.318	 8000	nb
/tmp/tp95276860_0fc2_40df_b49e_bcc5ab8bf941.wav	 /tmp/tp958d18ec_6f82_473f_ba03_1ed08d8b7c25.wav	 2.194	 1.802	 8000	nb
/tmp/tp8b178923_230a_452a_a9c3_156fd3c19743.wav	 /tmp/tp9aecf9fc_befb_444d_91fc_a03449bce046.wav	 1.494	 1.323	 8000	nb
/tmp/tp4c86d53c_5039_429d_9273_a2554a2f65e0.wav	 /tmp/tp0f020146_ae94_4f68_b995_7ce834d5b2c5.wav	 2.175	 1.784	 8000	nb
/tmp/tpf5d5fcd5_80a6_4545_9beb_8021766556dd.wav	 /tmp/tpac35bdf3_f56c_4129_b884_790ff4027318.wav	 1.489	 1.321	 8000	nb
/tmp/tp48c06514_8e87_4ba1_a83b_382335411211.wav	 /tmp/tp4b22fbbe_44e2_4d76_ba95_d76adab9099e.wav	 2.075	 1.694	 8000	nb
/tmp/tp71571be0_61c3_4422_bb8e_761cf83c08a8.wav	 /tmp/tp62c2a0c1_c51a_4666_82de_5e6c634d7a0a.wav	 1.467	 1.311	 8000	nb
/tmp/tpa725a3d2_ba86_4e96_bc96_4444df02bd70.wav	 /tmp/tp89683485_4d68_45ae_bb9c_23bc71448bab.wav	 2.136	 1.747	 8000	nb
/tmp/tpb9be4d4f_6c35_4aa5_9143_2fd3ca86c1d4.wav	 /tmp/tpbc98ead5_ee7f_4476_bbaf_43caf97760b6.wav	 1.491	 1.322	 8000	nb
/tmp/tp8f85012a_06bd_4332_851c_c5cd5b6ed98f.wav	 /tmp/tpdf17567c_2fbc_4ab2_acfb_b401a5c051d0.wav	 2.031	 1.657	 8000	nb
/tmp/tpd6c7a5ec_9f94_46f7_ac4f_01aab836e026.wav	 /tmp/tpbdadf1f1_fdbc_44ca_99ae_00eb39bbee62.wav	 1.234	 1.225	 8000	nb
/tmp/tp9f37fea6_b8da_40d3_ae23_57c2016402cd.wav	 /tmp/tp06cd9a1f_23b7_4b03_af1d_6025d2f0140d.wav	 1.763	 1.465	 8000	nb
/tmp/tp0487e703_62da_49e3_b41e_f1a1e3496a65.wav	 /tmp/tp752a4964_89e2_49cc_b1e0_51b856a1bd11.wav	 1.237	 1.226	 8000	nb
/tmp/tpffbdd3fc_a541_4f93_b1f1_5f9be21deba7.wav	 /tmp/tp7a0127bf_89b7_4e15_be34_9d8b7dba48ce.wav	 1.718	 1.438	 8000	nb
/tmp/tpe64d7c0a_4bc2_4647_876a_4f7dceffe2ae.wav	 /tmp/tpe709a859_f9f3_4ff6_ba7e_c7a7c3ddac2d.wav	 1.249	 1.230	 8000	nb
/tmp/tp3f917e66_aba4_4af5_ae5e_3d673668c146.wav	 /tmp/tp73336b6b_e125_4028_be2b_3192cd8f99b0.wav	 1.724	 1.441	 8000	nb
/tmp/tp9205aaa7_a386_4076_aaed_9c28e80b0ac7.wav	 /tmp/tp93729311_72be_4c25_ba71_177ce91bfd7a.wav	 1.215	 1.219	 8000	nb
/tmp/tpccb7d81a_7dfe_4ba3_ac67_748fe5162ad9.wav	 /tmp/tp12954609_4595_4766_904f_e1608d977d3c.wav	 1.689	 1.421	 8000	nb
/tmp/tp4720545e_7f20_4754_926f_466103ae4dbf.wav	 /tmp/tp3732666f_e7bb_4721_8b6c_837e02b01829.wav	 1.238	 1.226	 8000	nb
/tmp/tp59619502_4962_4ebc_a5a7_b2d09dfb0b1f.wav	 /tmp/tpb0a64463_99eb_4d9f_a522_39102a8b88e2.wav	 1.661	 1.406	 8000	nb
/tmp/tp78203ed5_c2ce_44ed_94a1_903a52030b35.wav	 /tmp/tpf5d2bbe1_f49a_4459_a6ad_dfa92ab4ee5f.wav	 1.426	 1.294	 8000	nb
/tmp/tp7d326f94_c8c9_4f8b_93be_d23662bcea40.wav	 /tmp/tp9d0f17b0_1281_42ab_9e95_2b43f168f59a.wav	 1.347	 1.263	 8000	nb
/tmp/tp3f03bd00_a92a_4815_836e_9006cb7d05f7.wav	 /tmp/tpfe8e3956_33cf_470a_97b5_df2ef8119c31.wav	 1.412	 1.289	 8000	nb
/tmp/tp6193c92a_c724_4f3f_83d5_fd64ee718ac6.wav	 /tmp/tp9c30af50_261b_450f_ab3b_a282c93bfbbe.wav	 1.415	 1.290	 8000	nb
/tmp/tp8254f7c7_8229_48d8_9884_243068f273fe.wav	 /tmp/tp69cc46b7_9cb5_48b6_8731_8e77f4023590.wav	 1.459	 1.308	 8000	nb
/tmp/tpfb6aaad2_052a_4c79_ac13_7968fd4872a5.wav	 /tmp/tpabf0d533_585c_4115_92ff_957989ed47db.wav	 1.395	 1.282	 8000	nb
/tmp/tpb06d8864_6051_4c8e_ac9c_262684845234.wav	 /tmp/tpb754e2d6_e664_4084_82dc_ad54d69b5d36.wav	 1.497	 1.325	 8000	nb
/tmp/tp5868f38c_942f_45e3_9446_24777bbc7738.wav	 /tmp/tp25bd03b9_77f6_4ff6_9ff6_de78aed5d995.wav	 1.796	 1.486	 8000	nb
/tmp/tp3c3098ad_7bc5_4c16_9f03_da9782de10ae.wav	 /tmp/tp203d2af2_f3bc_4fc2_ab04_c2aede8dfc09.wav	 1.527	 1.338	 8000	nb
/tmp/tp8e5b9f60_ff60_4b36_8d9f_aca0b7aee2bf.wav	 /tmp/tp14fc7d6c_d764_4d3f_91c0_e13a7c2174c3.wav	 1.630	 1.389	 8000	nb
/tmp/tpbba72970_67a6_4712_9638_3a3d969088c7.wav	 /tmp/tp4ac9cf68_dae0_4383_8ee6_1091280ad0ae.wav	 1.496	 1.324	 8000	nb
/tmp/tp6ae5ce06_5625_4295_b3d8_1f4d9f77ffeb.wav	 /tmp/tpc9a495f0_fb3e_47bd_a542_0c73ec737154.wav	 1.475	 1.315	 8000	nb
/tmp/tp1667bfe6_5cca_496d_9497_dee296457cef.wav	 /tmp/tp04776393_1bc5_4858_81b2_f28ecf7b1d1a.wav	 1.540	 1.345	 8000	nb
/tmp/tpbdb3f815_516f_43e9_b962_3754dc044fa1.wav	 /tmp/tpa69d7700_339d_4595_bfa5_aee93e4f8b84.wav	 1.543	 1.346	 8000	nb
/tmp/tpc582a11d_9973_4f25_aba2_4e5687da9e78.wav	 /tmp/tp64331499_513c_4bb4_8c09_cb3e91e3ce97.wav	 1.508	 1.329	 8000	nb
/tmp/tpc6e762c1_a8fb_4718_8445_8f29b2ac93b0.wav	 /tmp/tpd09133d3_fe5e_429a_a8ee_470c7b45616c.wav	 1.728	 1.444	 8000	nb
/tmp/tp3156d8fa_c1a1_47bc_9919_0d50df1739df.wav	 /tmp/tpc56b9674_2034_4695_8487_c205cd250788.wav	 1.323	 1.255	 8000	nb
/tmp/tp4dfe00ff_5051_4719_885b_87307b6b4f99.wav	 /tmp/tpa9fa4d9d_4fbe_454a_bd39_fd7ce5fb0850.wav	 1.501	 1.326	 8000	nb
/tmp/tpaf5247fe_84ba_4cd9_9934_b3cd21a6c880.wav	 /tmp/tp49be95d7_7ec6_4b96_92a2_dc44ed379b42.wav	 1.425	 1.294	 8000	nb
/tmp/tp88e37a69_0723_4212_9aa9_8444e63ae3c8.wav	 /tmp/tpaf934b54_3f0a_4a12_bc38_841d283ee2ec.wav	 1.488	 1.320	 8000	nb
/tmp/tpcffde977_57a5_496c_bf5a_d518e8720c74.wav	 /tmp/tpbfd25ee4_8175_4d4e_bf52_ac430b357ea2.wav	 1.321	 1.254	 8000	nb
/tmp/tp901f478d_ede9_4f75_a152_226bfe92e20a.wav	 /tmp/tp44284abd_f6f9_488f_8c22_de1886de4e6c.wav	 1.361	 1.269	 8000	nb
/tmp/tp560dc8bc_a899_4e5c_8157_f4815192efa2.wav	 /tmp/tp6f119120_a81d_4d86_90ec_a250cfbff3f4.wav	 1.258	 1.233	 8000	nb
/tmp/tp2af28b7b_ff90_4ab2_9b6b_1f4d4fd49a71.wav	 /tmp/tp0e37d30b_01b7_4f7d_b268_b8dfd61936f5.wav	 1.617	 1.383	 8000	nb
/tmp/tp24b48613_1cdb_45a8_8c97_c3a77bb63d9d.wav	 /tmp/tp9abde78b_c791_4ff7_9f95_e2e09df6355f.wav	 1.357	 1.267	 8000	nb
/tmp/tpefdf334e_f0f9_40a7_8c9b_1538d4414cc8.wav	 /tmp/tp1abbe238_8008_41fd_9515_2040f62345fb.wav	 1.242	 1.227	 8000	nb
/tmp/tpd7b16d2d_a134_429a_9405_d882755bdb52.wav	 /tmp/tpb6041f39_5183_44cb_ae93_5ab59699db77.wav	 1.125	 1.192	 8000	nb
/tmp/tpeb94da09_c0a0_4411_bb87_9769d4d87bbd.wav	 /tmp/tpba3076dc_e3de_4523_9a91_ca1832a5f067.wav	 1.790	 1.482	 8000	nb
/tmp/tpde95a2a8_f6c9_473b_9126_6816c0f79a0f.wav	 /tmp/tp12f498b2_a110_4e88_94fc_55483ec9dee2.wav	 1.089	 1.183	 8000	nb
/tmp/tp93ec59c3_5181_46d1_8c70_3b6e63674860.wav	 /tmp/tp88ab1b07_c612_4bab_aacf_6f6becce5210.wav	 1.836	 1.512	 8000	nb
/tmp/tpbe47fb75_b3c8_4e3b_967a_b3a260a09043.wav	 /tmp/tp475cffe9_6612_41b2_b367_cfd18b6fc841.wav	 1.104	 1.187	 8000	nb
/tmp/tp04cbefda_faf4_4adb_abb0_c254f96a6875.wav	 /tmp/tp5648b49a_f21d_46a4_b5b3_1c42bda38327.wav	 1.832	 1.509	 8000	nb
/tmp/tpe59c1a59_3c14_4fe1_ac4e_667dd6243727.wav	 /tmp/tpf716d870_6843_4a35_be96_878a89daefe8.wav	 1.662	 1.406	 8000	nb
/tmp/tp99c96001_d5e4_449d_95f1_a043ea852519.wav	 /tmp/tp0010fa6c_8d8c_4e54_81bb_113ecb632fbe.wav	 1.856	 1.526	 8000	nb
/tmp/tp517ab93a_693c_480e_b277_6add7d7a6d14.wav	 /tmp/tpadbc8b42_2fb7_4af5_8a57_46c04093670b.wav	 1.624	 1.386	 8000	nb
/tmp/tp3e2c5cdb_b216_4fd2_a42d_18224c350b8e.wav	 /tmp/tpd4ed23d6_1378_4b7c_87c6_8e8cabef5cee.wav	 1.826	 1.505	 8000	nb
/tmp/tpfa578927_cf78_4704_a2fd_0979ef981b62.wav	 /tmp/tp343aa59e_e2aa_4a82_a420_916dbc388c27.wav	 1.611	 1.379	 8000	nb
/tmp/tp19601125_1ce4_4454_a0dc_bb6d4e449229.wav	 /tmp/tp329ab2fe_61d0_4570_ab31_aed3cca15b1b.wav	 1.683	 1.418	 8000	nb
/tmp/tp72a28f01_11d7_4a10_9c5a_42c0db376e01.wav	 /tmp/tp57dd9e45_0f28_4c06_973e_f79aa2006554.wav	 1.594	 1.371	 8000	nb
/tmp/tp34facddf_e857_4945_92ae_d8d8a76776dc.wav	 /tmp/tpc1d4327e_811d_4187_8158_4e4ee20977fa.wav	 1.776	 1.473	 8000	nb
/tmp/tpd3e42b2f_b685_4d44_aaea_e47d0b70ffe9.wav	 /tmp/tpee8d9d0d_3249_4fea_a643_179270302c37.wav	 1.598	 1.373	 8000	nb
/tmp/tp3bdfe012_c47e_4aad_bd51_7ff54f833718.wav	 /tmp/tpa9e276e7_ada3_486a_a3bb_4ba120b250af.wav	 1.845	 1.518	 8000	nb
/tmp/tp6f65fc53_830a_4c1c_8901_2830b85250c6.wav	 /tmp/tpf6c45a5d_d868_409e_86ed_f3a890607ac8.wav	 1.624	 1.386	 8000	nb
/tmp/tpaf907689_51da_492c_8cbc_75db397974f5.wav	 /tmp/tp8f08842d_c1ae_4b91_8418_c9998c1bf052.wav	 1.760	 1.463	 8000	nb
/tmp/tpa9980ffd_9447_4eef_9e2e_42a460cab0f0.wav	 /tmp/tp2bb0e91c_d1c4_44ab_b950_86099350f567.wav	 1.647	 1.398	 8000	nb
/tmp/tp2f88029d_a02c_43e6_867e_3386fada7832.wav	 /tmp/tpa35a67de_97c5_4627_aae2_fe1426b7de33.wav	 1.832	 1.509	 8000	nb
/tmp/tp4c4cb4c6_fc5d_40e3_82cb_9474f9ffc5d4.wav	 /tmp/tpe58f0c95_332e_4ce5_a01a_160cf198bb93.wav	 1.618	 1.383	 8000	nb
/tmp/tpf622c1fb_7274_4dfa_bf81_667d3f526f47.wav	 /tmp/tpdb6139bd_9cef_4a12_a952_48957e87578f.wav	 1.882	 1.544	 8000	nb
/tmp/tp5fc45b12_3bee_4393_877c_9ded39bde7bd.wav	 /tmp/tp2ea52abc_0e17_4cd5_8aae_92d761d27018.wav	 1.648	 1.399	 8000	nb
/tmp/tp6184c2e2_0c56_4846_a15c_7e9950d1db69.wav	 /tmp/tpfbb51e19_12c5_4316_8b39_532f8928d849.wav	 1.962	 1.603	 8000	nb
/tmp/tp1d250814_d619_4a66_bebf_f0276a050764.wav	 /tmp/tpb6046aaa_3aaf_497b_988c_fd39d859e68c.wav	 1.344	 1.263	 8000	nb
/tmp/tp04a72291_be79_431a_bf29_0f9bf38a94f7.wav	 /tmp/tp3305e817_aa96_49cc_aa0c_9500cc8f3b4f.wav	 1.602	 1.375	 8000	nb
/tmp/tp023d07b2_4fc4_4f11_a158_648e069b36e3.wav	 /tmp/tp6b66ef63_8cd8_47ae_ac34_670c720c930d.wav	 1.338	 1.260	 8000	nb
/tmp/tpf38986f3_4eba_41ad_95a8_a30e597ff983.wav	 /tmp/tp562c2e26_4245_4eff_ab32_102e0c80bb82.wav	 1.651	 1.401	 8000	nb
/tmp/tpfc0ed459_ded8_444d_9071_ef0a18a22e66.wav	 /tmp/tp9b753409_f97a_42aa_bd4b_1927cd7cd5ea.wav	 1.358	 1.267	 8000	nb
/tmp/tp9feb5958_7dbb_42b1_b09f_b972d302a552.wav	 /tmp/tpf46bb30b_9b05_4246_9eb8_da6f882859bc.wav	 1.674	 1.413	 8000	nb
/tmp/tp0751dd79_96c7_412c_b3ae_af886e093257.wav	 /tmp/tp71301dba_060b_44ec_b6d7_2ae8e4057408.wav	 1.361	 1.269	 8000	nb
/tmp/tp16d87641_e9dd_41a7_9f86_17f370706a72.wav	 /tmp/tp534d2ea5_26ca_4e75_ad65_f9eb9b7e10e1.wav	 1.652	 1.401	 8000	nb
/tmp/tpb09d9515_236d_4d0a_8f6a_c70b1355f927.wav	 /tmp/tpd0af3b6c_f020_4255_9aca_b199c3a69e07.wav	 1.763	 1.465	 8000	nb
/tmp/tp71213493_5679_4c6c_a2be_9c0b566c8695.wav	 /tmp/tp8bf11c1a_242c_486e_ad20_6fc7c21de752.wav	 1.906	 1.560	 8000	nb
/tmp/tp785e1ede_d8ad_4c1b_82ac_e71a9bb3beb1.wav	 /tmp/tpe434e7b8_46c8_42dc_8423_fbba7ed5c53e.wav	 1.483	 1.319	 8000	nb
/tmp/tp43f5150e_4182_40c9_9597_10262dfec655.wav	 /tmp/tp110c025d_71f5_47ff_843f_53f69d035ea3.wav	 1.970	 1.608	 8000	nb
/tmp/tp1162f561_c707_4e90_86a3_f8c739bebd34.wav	 /tmp/tp38005c78_ab15_4ec3_9c75_2627fc3ac95f.wav	 1.293	 1.244	 8000	nb
/tmp/tpc1f6dfc5_2759_4484_93bf_dc470350f017.wav	 /tmp/tp68aaeaad_f0d7_4480_9e81_119f3c767d7a.wav	 1.362	 1.269	 8000	nb
/tmp/tp45414396_a780_4b2d_a768_9bf0ee1b57bd.wav	 /tmp/tp39da301e_0f6c_45ff_8135_8dd3687d22a5.wav	 1.574	 1.361	 8000	nb
/tmp/tpdf7ee5b1_4ffc_4b00_9011_cc3ab2dc1336.wav	 /tmp/tp7c0357db_442d_4c2d_94e9_93190fd4b32b.wav	 1.514	 1.332	 8000	nb
/tmp/tpc53e4ec5_e9e3_4f0b_9808_d07c9df64890.wav	 /tmp/tp44735d0e_f93b_4ccd_afcc_9e05669f154a.wav	 1.343	 1.262	 8000	nb
/tmp/tp6ff892f0_39d6_4cb2_a64f_10434e0ab946.wav	 /tmp/tp44c86136_3016_4cee_a7aa_009d03582b61.wav	 1.694	 1.424	 8000	nb
/tmp/tp21675d63_de38_4d32_a9e0_7568fc8465ba.wav	 /tmp/tpdadd7a03_fe60_4b1f_bfee_c1c5d90b6dd6.wav	 1.423	 1.293	 8000	nb
/tmp/tp8c263563_d4a0_4e1b_b218_8acd5957ddc5.wav	 /tmp/tp7941fadb_dde2_44ab_83bd_f08bfc40ada6.wav	 1.646	 1.398	 8000	nb
/tmp/tpcdd3fd03_f28f_4066_8861_8fde7fa7c531.wav	 /tmp/tp03d4ddaf_e816_4aae_a1a4_0758e63b64fc.wav	 1.231	 1.224	 8000	nb
/tmp/tpf2b0ea70_7684_4ca1_9bd6_30869f401657.wav	 /tmp/tpf652ea9b_d396_413f_a8cb_2a7bad988c0e.wav	 1.581	 1.364	 8000	nb
/tmp/tpae6b8b61_5a34_44ee_b4c0_e4e0526d5171.wav	 /tmp/tpce126815_0faa_4e5d_8331_dabb2bdc0f70.wav	 1.590	 1.369	 8000	nb
/tmp/tp52e98f30_1179_4da2_9dcf_fa31cfd771c6.wav	 /tmp/tp99e78058_fe3c_4857_a44f_7e48e1bc93f7.wav	 1.526	 1.338	 8000	nb
/tmp/tp8bb0020d_2f00_404d_80cc_a71381471b0a.wav	 /tmp/tpe65ad076_e966_49df_9d09_331713572040.wav	 1.833	 1.510	 8000	nb
/tmp/tp018aee8a_0bd7_4578_b091_04a91cc71f6d.wav	 /tmp/tp2d7add3c_3b1f_4678_a659_1cf9b9724243.wav	 1.516	 1.333	 8000	nb
/tmp/tpdb322715_a3ce_4e4f_a833_a8f2e75cb0c2.wav	 /tmp/tp7d0d0a56_8c13_4954_b224_f8e425cf6cc0.wav	 1.808	 1.494	 8000	nb
/tmp/tp4cb75d41_6c8c_45d1_9e56_ec48795f5529.wav	 /tmp/tp673fea4f_888e_4121_a4cb_31c3810016a8.wav	 1.474	 1.314	 8000	nb
/tmp/tpd36cace5_deb4_4a31_914e_b82d3281b429.wav	 /tmp/tp6772e302_755b_4e73_adc7_1b31bdae1675.wav	 1.209	 1.217	 16000	nb
/tmp/tpe31c9d75_baeb_4b38_8466_1b5d520e7c5b.wav	 /tmp/tp2abc0884_2f09_4d10_a385_8b3a0d0bd9cd.wav	 1.780	 1.475	 16000	nb
/tmp/tp419ef521_eb6a_4528_a628_116f672684b9.wav	 /tmp/tp372a167f_c48a_4528_872a_372ea17b6c4e.wav	 1.195	 1.213	 16000	nb
/tmp/tp7012e2c8_82eb_413f_b6b8_a15a135335a6.wav	 /tmp/tp2c2dac37_aa75_482c_ae77_ac2cf533d981.wav	 1.818	 1.500	 16000	nb
/tmp/tpd23af9bf_90e3_4a1b_8715_35d49fbb6e4a.wav	 /tmp/tpd899f5a4_673a_4b6e_86eb_25778c687853.wav	 1.164	 1.204	 16000	nb
/tmp/tpc6f5b534_b0af_4162_ac50_a7c4563bddcb.wav	 /tmp/tp9a4d6c61_d600_4747_9264_ef72ec836636.wav	 1.811	 1.495	 16000	nb
/tmp/tp2fcf3a4d_0a8d_464f_bd5f_87ecb66c7df8.wav	 /tmp/tp02bc81ca_63cb_4e8d_947b_17b94c55b209.wav	 1.190	 1.211	 16000	nb
/tmp/tp876438ef_55e5_44a6_88ff_881be3d04101.wav	 /tmp/tp59dea22d_f5fe_486b_b96a_92430b8e2e7d.wav	 1.735	 1.448	 16000	nb
/tmp/tp0a3a202c_e6c0_46b9_8a44_b409a1031a0b.wav	 /tmp/tpfd554054_b451_49f1_84a3_4f7cad915aa1.wav	 1.189	 1.211	 16000	nb
/tmp/tp6bd6ba84_a22c_43f2_b41f_770d61e24c4b.wav	 /tmp/tp20fc274f_ef70_4145_a927_17163cb04021.wav	 1.885	 1.546	 16000	nb
/tmp/tpd9bb9b36_a0cd_4b12_9f63_dd71bd6cb87e.wav	 /tmp/tp39f21554_90c3_4aea_a9d9_8ee9e89ae726.wav	 1.176	 1.207	 16000	nb
/tmp/tp2bf759f0_75b0_44ea_9ad9_a00a1f5816e4.wav	 /tmp/tpb8490323_85b3_4fc8_b873_61297ec74303.wav	 1.853	 1.524	 16000	nb
/tmp/tpd58c2eea_61b5_450c_9544_1cccb475ae77.wav	 /tmp/tpea3a907b_45f1_4720_b00f_af472b9e05dd.wav	 1.185	 1.210	 16000	nb
/tmp/tp6e170002_9261_4240_adea_266904cd550b.wav	 /tmp/tpc791baaa_34d3_47ba_98e0_0acb03f459ab.wav	 1.729	 1.444	 16000	nb
/tmp/tpf5f381a0_c02a_4683_a8b4_b805f0a71102.wav	 /tmp/tpbfa865d0_7358_44aa_a70f_5a2d862495c5.wav	 1.197	 1.213	 16000	nb
/tmp/tp043cac19_9aad_4c30_9ddf_81a859175ecd.wav	 /tmp/tp8d08bc3d_5315_406b_ac66_d510d03f268b.wav	 1.818	 1.500	 16000	nb
/tmp/tp6ed66b77_56e1_4b00_b103_1b514ab753da.wav	 /tmp/tpe8006d6c_053c_4e64_b291_4382c25697c4.wav	 1.206	 1.216	 16000	nb
/tmp/tp1190413f_1983_4b38_823c_72b638b01742.wav	 /tmp/tpda8761a3_b788_4001_9b30_f5e89f71aaba.wav	 1.828	 1.506	 16000	nb
/tmp/tp724735fd_84b6_4564_8c1d_e721351ebfcd.wav	 /tmp/tp48cecab6_766a_4dac_8fca_1705cd90370b.wav	 1.164	 1.203	 16000	nb
/tmp/tpd1cd8d9b_3763_4be9_a046_37331dd18add.wav	 /tmp/tped32e792_d64e_4c7a_b534_82262a18adef.wav	 1.809	 1.494	 16000	nb
/tmp/tpd036f70f_8025_49dd_9d3b_52f113460db4.wav	 /tmp/tp3c08277c_0ec6_4a48_9038_1f60b973a81a.wav	 1.174	 1.207	 16000	nb
/tmp/tp9f414522_8e6f_4900_b7b0_7f396f73d239.wav	 /tmp/tp191611b7_fe58_4068_a53b_87fdbde3c11b.wav	 1.942	 1.587	 16000	nb
/tmp/tp378d9395_8dab_4806_adf8_d90016e8606d.wav	 /tmp/tp812509fd_ff29_4ebf_ba6e_a143e9e22aa3.wav	 1.219	 1.220	 16000	nb
/tmp/tp5f236659_5e21_46f9_af21_28f0e2a9b991.wav	 /tmp/tp17f0947a_0234_4c63_b046_ce36e17aae37.wav	 1.911	 1.564	 16000	nb
/tmp/tpe47b81ce_b920_4723_9bc5_588b2626c590.wav	 /tmp/tpaca11376_0458_4a32_b423_75a8bf5b50e9.wav	 1.206	 1.216	 16000	nb
/tmp/tp1be098e8_6153_4eed_a2a4_c33b7b43fe2f.wav	 /tmp/tp9a122d2c_0741_42de_befc_1f4018b95a8a.wav	 1.806	 1.492	 16000	nb
