REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
/tmp/tp50085e3d_b60c_442b_85f7_d5cf552216e0.wav	 /tmp/tpf2c0e04d_2cde_44b8_bc70_6129ed5194e4.wav	 1.173	 1.206	 16000	nb
/tmp/tp00231683_4254_4736_90ba_e6dd3e5fd64b.wav	 /tmp/tp42a72aaf_15b4_4de9_95b4_6a938456e5f1.wav	 1.769	 1.469	 16000	nb
/tmp/tp0591ed53_dc5c_441e_9788_8684c793f28a.wav	 /tmp/tp1136efc4_6ac4_4f89_8b73_846ffa4d64bf.wav	 1.209	 1.217	 16000	nb
/tmp/tp13560c18_e18f_467a_a1de_cfece1eec519.wav	 /tmp/tp9c1fbf15_1310_41dd_be5c_35635872b80f.wav	 1.892	 1.550	 16000	nb
/tmp/tp6e67b4fe_d201_4955_9cef_1ed64d620832.wav	 /tmp/tpa049caee_1361_4ed1_80b7_705e9f4cc34f.wav	 1.206	 1.216	 16000	nb
/tmp/tpcace7ae3_d815_4314_b23f_63eb2762db4d.wav	 /tmp/tp101b95ce_45fb_4d68_abdb_f96c3b879994.wav	 1.888	 1.548	 16000	nb
/tmp/tpfae4f219_6274_40d9_a781_710f1751fa56.wav	 /tmp/tpf65f9c83_ee01_4b07_a84a_3932204ebf0e.wav	 1.197	 1.213	 16000	nb
/tmp/tpa2808511_b769_4942_a6db_35ed03b6b89e.wav	 /tmp/tp4ce2587a_aa67_4c17_a72c_0a9f36d75514.wav	 1.795	 1.485	 16000	nb
/tmp/tpda3aa73c_edca_46b3_81cd_89cfdb3469cd.wav	 /tmp/tp381a712e_dfe0_41bb_a3e4_8ca834748988.wav	 1.198	 1.214	 16000	nb
/tmp/tp4a62a570_4cec_43f8_b448_4cb6c6a7619d.wav	 /tmp/tp552b3a76_ed6b_4061_b4db_74dec5815b27.wav	 1.729	 1.445	 16000	nb
/tmp/tpa88af309_c741_4d3a_8068_3f406ea9719a.wav	 /tmp/tp30f1efba_7926_48c5_bbd1_c89d560596de.wav	 1.203	 1.215	 16000	nb
/tmp/tp99443730_a30c_4449_8852_36c08341e194.wav	 /tmp/tpb534a0b2_8de6_43bb_863b_47ab475d4909.wav	 1.820	 1.501	 16000	nb
/tmp/tp5a2a77f0_38a4_4794_afae_7d5458171f4f.wav	 /tmp/tp2a97882c_c5ae_4e33_9f7f_35565b044d51.wav	 1.201	 1.215	 16000	nb
/tmp/tp4597b2a2_f0e7_4a9a_8a0a_1e8ec62686d6.wav	 /tmp/tp06dd8f7f_05b0_400f_b651_fac0538076ef.wav	 1.700	 1.427	 16000	nb
/tmp/tp4bdb525e_d5bc_47f6_90a2_62323d8011d0.wav	 /tmp/tp2e4ee871_864b_4408_b27f_6abfdbd111ff.wav	 1.184	 1.209	 16000	nb
/tmp/tp6d67da17_e754_47cd_90c7_4c5da35e0993.wav	 /tmp/tpc7d891ba_1025_4277_8ded_a8ecd8add64b.wav	 1.766	 1.467	 16000	nb
/tmp/tp62a8432e_0d64_4f89_8d84_a61fd65ccc72.wav	 /tmp/tpf1884eb6_29df_43f8_a36a_23df354decf5.wav	 1.205	 1.216	 16000	nb
/tmp/tp32cd5f09_7915_4a16_aee8_522f7d4531f4.wav	 /tmp/tp482e7b11_db7b_4005_8886_486463df032f.wav	 1.823	 1.504	 16000	nb
/tmp/tp4ada3141_9bf6_4b75_843c_a702695f07a8.wav	 /tmp/tpb26ccda6_d85f_4327_8e15_27a97b884463.wav	 1.211	 1.218	 16000	nb
/tmp/tpaa03521d_76f4_447a_80ac_2b1e2ab17549.wav	 /tmp/tpee3b7e36_304c_4359_b652_fdb3acd532be.wav	 1.758	 1.462	 16000	nb
/tmp/tp7b95b24b_7e39_4825_8fcc_42e7e9f3d71c.wav	 /tmp/tp21eae120_a2ea_49fe_906a_350f96d23c78.wav	 1.200	 1.214	 16000	nb
/tmp/tp2326544d_3c33_4049_b5f7_b88facc35b8f.wav	 /tmp/tpaaeabeed_aa96_4ec3_b9f0_58e9964fbf8d.wav	 1.712	 1.434	 16000	nb
/tmp/tp34f87d55_74bd_4078_a20c_0f7efb932b45.wav	 /tmp/tpc5accbc2_5529_41de_bfeb_b5f01f3d59d2.wav	 1.224	 1.222	 16000	nb
/tmp/tp19bdb50b_680f_4d7f_b084_b10a95069044.wav	 /tmp/tp877b98eb_b8b5_4185_bcff_77723b65b9a5.wav	 1.858	 1.527	 16000	nb
/tmp/tp32a29c2c_d85c_4200_800f_c91541d70a4d.wav	 /tmp/tp4bed6fa9_4740_4e9c_912b_115efadee133.wav	 1.206	 1.216	 16000	nb
/tmp/tp02e0642c_e10b_4be2_8571_b312b1471150.wav	 /tmp/tp49915d86_e41c_4e09_bae9_4d17b3f5af74.wav	 1.784	 1.478	 16000	nb
/tmp/tp7cc0d35a_1277_4249_855c_d1e0488848bf.wav	 /tmp/tp958c13a0_dbe2_4502_a34c_b62435d89133.wav	 1.183	 1.209	 16000	nb
/tmp/tpc224fef0_a256_4f3c_89f8_89ae140cfd19.wav	 /tmp/tp14567a32_f6e5_4aae_a5fb_92161d138955.wav	 1.772	 1.470	 16000	nb
/tmp/tp351f8317_48ff_4ab6_8b88_419531046605.wav	 /tmp/tp34e8148f_7eae_4f85_ab19_37715daa7f46.wav	 1.190	 1.211	 16000	nb
/tmp/tp3fa806c1_809a_47c8_86a7_e4222f9a21f6.wav	 /tmp/tp8b94f036_f993_46c0_b0c7_804bb0cb9df4.wav	 1.737	 1.449	 16000	nb
/tmp/tpedb45697_daa6_46d5_a861_46582b67cb5b.wav	 /tmp/tp69922b88_ad45_4763_ae20_35ae65a2d5c5.wav	 1.191	 1.211	 16000	nb
/tmp/tp5598f6ad_997f_474e_abd9_b613a3010eb3.wav	 /tmp/tp615fc30e_c28a_4eaa_8507_ee86ac69297f.wav	 1.846	 1.519	 16000	nb
/tmp/tp401a3e5c_b07e_495e_a0ea_8ecdd6555f78.wav	 /tmp/tp5ada3edd_1542_4621_9457_21dbd448426e.wav	 1.198	 1.214	 16000	nb
/tmp/tpfdb918ff_5a08_4725_83b7_11090f2ac015.wav	 /tmp/tp0b86a4eb_7b21_485c_8a63_65059c885fa5.wav	 1.892	 1.550	 16000	nb
/tmp/tpfed04d1b_2ea1_45e3_8179_bec65f83d7ce.wav	 /tmp/tpf986f0b0_0956_41b6_bea9_05b121603202.wav	 1.234	 1.225	 16000	nb
/tmp/tp2c00d384_1662_48f5_ac70_361e9efa2848.wav	 /tmp/tpd14f52a3_3a0b_4729_af78_9527f2fc75e1.wav	 1.779	 1.475	 16000	nb
/tmp/tp49def8a9_e270_4245_88c7_2bb61edbf7fa.wav	 /tmp/tp8a3dbe52_25be_4e6c_98f2_f14bf50b55b1.wav	 1.214	 1.218	 16000	nb
/tmp/tp5fea5908_b452_4892_bc96_43c27c4b34ae.wav	 /tmp/tp760c4134_c798_4615_8b65_260212f573dd.wav	 1.774	 1.472	 16000	nb
/tmp/tpaf148577_22e1_4fed_bbf3_9de54addfdd8.wav	 /tmp/tpe146d7c7_4f99_487e_a313_60c388bdd4ff.wav	 1.191	 1.212	 16000	nb
/tmp/tp88500ac8_f733_4387_8870_71b87a2d2d64.wav	 /tmp/tpa0a65171_31ff_4c7b_a6c1_0b9e9b6baf62.wav	 1.701	 1.428	 16000	nb
/tmp/tp92dad677_6eb7_4b2f_bc43_ad828f60f2ee.wav	 /tmp/tpee57b9ed_23ab_4ca4_991c_06e203e1ef07.wav	 1.238	 1.226	 16000	nb
/tmp/tpa974e351_fccc_4969_addc_137b406c8ec8.wav	 /tmp/tp5ce400c4_2ef3_4437_acc1_5d3d1474d027.wav	 1.690	 1.422	 16000	nb
/tmp/tpb0e0121f_3a4c_47c3_8e35_86a49a30680a.wav	 /tmp/tp5a5d2f4d_8928_4b60_b536_41cdbd9fcd13.wav	 1.583	 1.365	 16000	nb
/tmp/tp351d4e6d_928d_425e_b47f_233cbbd61ad8.wav	 /tmp/tpa212e83a_b0b5_440e_acff_f21ff5b15d2b.wav	 2.156	 1.766	 16000	nb
/tmp/tp64691c5c_2c2f_44fc_a43b_55413794476a.wav	 /tmp/tpaa7ec224_35f3_483d_8faa_5eb4a998b400.wav	 1.567	 1.357	 16000	nb
/tmp/tp2e538c87_6983_417c_802e_0f107952b2c0.wav	 /tmp/tp357a0746_94e8_48f3_ad78_2bd9f9b0e645.wav	 2.164	 1.774	 16000	nb
/tmp/tp2d01d447_cdbc_45df_b8c4_5c3b1fce19b5.wav	 /tmp/tpf9d57988_463b_41bf_ad3b_b5d7f0d084aa.wav	 1.567	 1.357	 16000	nb
/tmp/tp98213978_1966_47fa_8d09_897cea79dd06.wav	 /tmp/tp650e934c_f140_4255_aeab_9f2010452121.wav	 2.079	 1.697	 16000	nb
/tmp/tpe56e039b_083d_4107_a8c6_b571355e9299.wav	 /tmp/tp7edc3776_f427_4b36_8227_b50c497d4a7d.wav	 1.562	 1.355	 16000	nb
/tmp/tp0077b4f3_70e0_44ed_9ab9_fb347386df02.wav	 /tmp/tp5f0288d1_4d5d_4452_b542_d025a7414d73.wav	 2.175	 1.784	 16000	nb
/tmp/tpb343085a_7dde_4349_aa4f_83bfc600c1b1.wav	 /tmp/tp5b79caf6_d338_4ea5_8d19_5f52b46e41fd.wav	 1.555	 1.351	 16000	nb
/tmp/tp7739ba6a_db14_4557_ba1f_a1237d55ff69.wav	 /tmp/tp7654b0f2_73f7_4f55_94d5_a4b86999fc2d.wav	 2.129	 1.741	 16000	nb
/tmp/tp51f5a102_3774_44c1_bd3f_d3439e558cb4.wav	 /tmp/tpf486357e_a27c_4df8_a299_324efffe7453.wav	 1.563	 1.355	 16000	nb
/tmp/tp0bde1461_c2e0_4afd_8755_511524efcc6f.wav	 /tmp/tp82fff801_ce5d_4042_9e0e_66fa6e88fae2.wav	 2.173	 1.782	 16000	nb
